t,f,solution,step
4.857686519622803,-2976.252050411984,0,999
4.975391864776611,-232.51875105080356,1,1066
5.065380573272705,-109.75258206074312,2,1101
5.1274049282073975,-54.20377723891643,3,1115
5.576472997665405,-26.942007974715857,6,1402
7.736483573913574,-26.153169320536662,17,2904
29.174381971359253,-24.00361463030967,88,14060
40.14797019958496,-16.146344407801077,127,20580
79.98553466796875,-12.44695503595346,277,45718
672.7541973590851,-12.34240537108494,2908,275940
735.3487379550934,-11.343995092357366,3394,299105
750.4663219451904,-11.343995092357366,3530,305693
