t,f,solution,step
4.964901685714722,-2994.849796728146,0,999
5.123092889785767,-142.81378297084436,1,1029
5.254367113113403,-61.10920603382861,2,1044
5.872598171234131,-28.5835240516041,6,1295
6.45196795463562,-28.309677239292537,9,1503
10.562426567077637,-27.72206949609557,42,3160
11.192112922668457,-20.43200304890665,48,3501
22.628360509872437,-19.86601014281178,104,6224
62.58013296127319,-16.49950322883754,340,18586
92.94102549552917,-13.122389241295819,472,25877
521.2732701301575,-12.280454152595203,2464,103261
564.9876272678375,-11.918224475371959,2747,112289
747.5374174118042,-9.252992465070433,3832,140917
750.429486989975,-9.252992465070433,3841,141156
