t,f,solution,step
0.9642581939697266,-1808.7260699068725,0,199
1.0925464630126953,-1613.8980844166372,1,398
1.4606695175170898,-1597.21773740119,3,796
1.5724847316741943,-1453.6655941399658,4,995
1.6907954216003418,-1364.2573437655317,5,1194
1.9198765754699707,-1304.9837733664187,7,1592
2.0351650714874268,-1115.3611774131873,8,1791
2.263911724090576,-1090.1424634044631,10,2189
2.9290249347686768,-758.7031608355823,16,3383
3.543355941772461,-721.4125391798561,20,4365
27.246511459350586,-556.5129411143133,160,41970
179.47176241874695,-2.2570563863126143,341,271172
250.00345849990845,-2.2570563863126143,343,361935
